id,update_date,title,abstract
1102.0938,2013-07-02,Minimizing Shortfall,"  This paper describes an empirical study of shortfall optimization with Barra
Extreme Risk. We compare minimum shortfall to minimum variance portfolios in
the US, UK, and Japanese equity markets using Barra Style Factors (Value,
Growth, Momentum, etc.). We show that minimizing shortfall generally improves
performance over minimizing variance, especially during down-markets, over the
period 1985-2010. The outperformance of shortfall is due to intuitive tilts
towards protective factors like Value, and away from aggressive factors like
Growth and Momentum. The outperformance is largest for the shortfall that
measures overall asymmetry rather than the extreme losses.
"
1102.1186,2011-12-12,Optimal consumption and investment for markets with random coefficients,"  We consider an optimal investment and consumption problem for a Black-Scholes
financial market with stochastic coefficients driven by a diffusion process. We
assume that an agent makes consumption and investment decisions based on CRRA
utility functions. The dynamical programming approach leads to an investigation
of the Hamilton Jacobi Bellman (HJB) equation which is a highly non linear
partial differential equation (PDE) of the second oder. By using the Feynman -
Kac representation we prove uniqueness and smoothness of the solution.
Moreover, we study the optimal convergence rate of the iterative numerical
schemes for both the value function and the optimal portfolio. We show, that in
this case, the optimal convergence rate is super geometrical, i.e. is more
rapid than any geometrical one. We apply our results to a stochastic volatility
financial market.
"
1102.2263,2011-02-14,"Optimal Life Insurance Purchase, Consumption and Investment on a
  financial market with multi-dimensional diffusive terms","  We introduce an extension to Merton's famous continuous time model of optimal
consumption and investment, in the spirit of previous works by Pliska and Ye,
to allow for a wage earner to have a random lifetime and to use a portion of
the income to purchase life insurance in order to provide for his estate, while
investing his savings in a financial market comprised of one risk-free security
and an arbitrary number of risky securities driven by multi-dimensional
Brownian motion. We then provide a detailed analysis of the optimal
consumption, investment, and insurance purchase strategies for the wage earner
whose goal is to maximize the expected utility obtained from his family
consumption, from the size of the estate in the event of premature death, and
from the size of the estate at the time of retirement. We use dynamic
programming methods to obtain explicit solutions for the case of discounted
constant relative risk aversion utility functions and describe new analytical
results which are presented together with the corresponding economic
interpretations.
"
1102.4722,2011-02-24,Measuring Portfolio Diversification,"  In the market place, diversification reduces risk and provides protection
against extreme events by ensuring that one is not overly exposed to individual
occurrences. We argue that diversification is best measured by characteristics
of the combined portfolio of assets and introduce a measure based on the
information entropy of the probability distribution for the final portfolio
asset value. For Gaussian assets the measure is a logarithmic function of the
variance and combining independent Gaussian assets of equal variance adds an
amount to the diversification. The advantages of this measure include that it
naturally extends to any type of distribution and that it takes all moments
into account. Furthermore, it can be used in cases of undefined weights
(zero-cost assets) or moments. We present examples which apply this measure to
derivative overlays.
"
1102.5078,2011-11-08,On Mean-Variance Analysis,"  This paper considers the mean variance portfolio management problem. We
examine portfolios which contain both primary and derivative securities. The
challenge in this context is due to portfolio's nonlinearities. The delta-gamma
approximation is employed to overcome it. Thus, the optimization problem is
reduced to a well posed quadratic program. The methodology developed in this
paper can be also applied to pricing and hedging in incomplete markets.
"
1102.5126,2012-09-12,"Jump-Diffusion Risk-Sensitive Asset Management II: Jump-Diffusion Factor
  Model","  In this article we extend earlier work on the jump-diffusion risk-sensitive
asset management problem [SIAM J. Fin. Math. (2011) 22-54] by allowing jumps in
both the factor process and the asset prices, as well as stochastic volatility
and investment constraints. In this case, the HJB equation is a partial
integro-differential equation (PIDE). By combining viscosity solutions with a
change of notation, a policy improvement argument and classical results on
parabolic PDEs we prove that the HJB PIDE admits a unique smooth solution. A
verification theorem concludes the resolution of this problem.
"
1102.5665,2011-03-01,"Risk, VaR, CVaR and their associated Portfolio Optimizations when Asset
  Returns have a Multivariate Student T Distribution","  We show how to reduce the problem of computing VaR and CVaR with Student T
return distributions to evaluation of analytical functions of the moments. This
allows an analysis of the risk properties of systems to be carefully attributed
between choices of risk function (e.g. VaR vs CVaR); choice of return
distribution (power law tail vs Gaussian) and choice of event frequency, for
risk assessment. We exploit this to provide a simple method for portfolio
optimization when the asset returns follow a standard multivariate T
distribution. This may be used as a semi-analytical verification tool for more
general optimizers, and for practical assessment of the impact of fat tails on
asset allocation for shorter time horizons.
"
1103.1165,2012-03-12,Hedging of Game Options With the Presence of Transaction Costs,"  We study the problem of super-replication for game options under proportional
transaction costs. We consider a multidimensional continuous time model, in
which the discounted stock price process satisfies the conditional full support
property. We show that the super-replication price is the cheapest cost of a
trivial super-replication strategy. This result is an extension of previous
papers (see [3] and [7]) which considered only European options. In these
papers the authors showed that with the presence of proportional transaction
costs the super--replication price of a European option is given in terms of
the concave envelope of the payoff function. In the present work we prove that
for game options the super-replication price is given by a game variant analog
of the standard concave envelope term. The treatment of game options is more
complicated and requires additional tools. We combine the theory of consistent
price systems together with the theory of extended weak convergence which was
developed in [1]. The second theory is essential in dealing with hedging which
involves stopping times, like in the case of game options.
"
1103.1729,2011-03-10,"Optimal Investment and Premium Policies under Risk Shifting and Solvency
  Regulation","  Limited liability creates a conflict of interests between policyholders and
shareholders of insurance companies. It provides shareholders with incentives
to increase the risk of the insurer's assets and liabilities which, in turn,
might reduce the value policyholders attach to and premiums they are willing to
pay for insurance coverage. We characterize Pareto optimal investment and
premium policies in this context and provide necessary and sufficient
conditions for their existence and uniqueness. We then identify investment and
premium policies under the risk shifting problem if shareholders cannot
credibly commit to an investment strategy before policies are sold and premiums
are paid. Last, we analyze the effect of solvency regulation, such as Solvency
II or the Swiss Solvency Test, on the agency cost of the risk shifting problem
and calibrate our model to a non-life insurer average portfolio.
"
1103.1755,2022-01-07,Optimal stopping under probability distortion,"  We formulate an optimal stopping problem for a geometric Brownian motion
where the probability scale is distorted by a general nonlinear function. The
problem is inherently time inconsistent due to the Choquet integration
involved. We develop a new approach, based on a reformulation of the problem
where one optimally chooses the probability distribution or quantile function
of the stopped state. An optimal stopping time can then be recovered from the
obtained distribution/quantile function, either in a straightforward way for
several important cases or in general via the Skorokhod embedding. This
approach enables us to solve the problem in a fairly general manner with
different shapes of the payoff and probability distortion functions. We also
discuss economical interpretations of the results. In particular, we justify
several liquidation strategies widely adopted in stock trading, including those
of ""buy and hold"", ""cut loss or take profit"", ""cut loss and let profit run"" and
""sell on a percentage of historical high"".
"
1103.4934,2011-03-28,"Mean Reversion Pays, but Costs","  A mean-reverting financial instrument is optimally traded by buying it when
it is sufficiently below the estimated `mean level' and selling it when it is
above. In the presence of linear transaction costs, a large amount of value is
paid away crossing bid-offers unless one devises a `buffer' through which the
price must move before a trade is done. In this paper, Richard Martin and
Torsten Sch\""oneborn derive the optimal strategy and conclude that for low
costs the buffer width is proportional to the cube root of the transaction
cost, determining the proportionality constant explicitly.
"
1103.4943,2011-03-28,"An Empirical Analysis of Dynamic Multiscale Hedging using Wavelet
  Decomposition","  This paper investigates the hedging effectiveness of a dynamic moving window
OLS hedging model, formed using wavelet decomposed time-series. The wavelet
transform is applied to calculate the appropriate dynamic minimum-variance
hedge ratio for various hedging horizons for a number of assets. The
effectiveness of the dynamic multiscale hedging strategy is then tested, both
in- and out-of-sample, using standard variance reduction and expanded to
include a downside risk metric, the time horizon dependent Value-at-Risk.
Measured using variance reduction, the effectiveness converges to one at longer
scales, while a measure of VaR reduction indicates a portion of residual risk
remains at all scales. Analysis of the hedge portfolio distributions indicate
that this unhedged tail risk is related to excess portfolio kurtosis found at
all scales.
"
1103.5575,2012-04-27,"Power Utility Maximization in Discrete-Time and Continuous-Time
  Exponential Levy Models","  Consider power utility maximization of terminal wealth in a 1-dimensional
continuous-time exponential Levy model with finite time horizon. We discretize
the model by restricting portfolio adjustments to an equidistant discrete time
grid. Under minimal assumptions we prove convergence of the optimal
discrete-time strategies to the continuous-time counterpart. In addition, we
provide and compare qualitative properties of the discrete-time and
continuous-time optimizers.
"
1103.5971,2011-03-31,Housing risk and return: Evidence from a housing asset-pricing model,"  This paper investigates the risk-return relationship in determination of
housing asset pricing. In so doing, the paper evaluates behavioral hypotheses
advanced by Case and Shiller (1988, 2002, 2009) in studies of boom and
post-boom housing markets. The paper specifies and tests a multi-factor housing
asset pricing model. In that model, we evaluate whether the market factor as
well as other measures of risk, including idiosyncratic risk, momentum, and MSA
size effects, have explanatory power for metropolitan-specific housing returns.
Further, we test the robustness of the asset pricing results to inclusion of
controls for socioeconomic variables commonly represented in the house price
literature, including changes in employment, affordability, and foreclosure
incidence. We find a sizable and statistically significant influence of the
market factor on MSA house price returns. Moreover we show that market betas
have varied substantially over time. Also, results are largely robust to the
inclusion of other explanatory variables, including standard measures of risk
and other housing market fundamentals. Additional tests of model validity using
the Fama-MacBeth framework offer further strong support of a positive risk and
return relationship in housing. Our findings are supportive of the application
of a housing investment risk-return framework in explanation of variation in
metro-area cross-section and time-series US house price returns. Further,
results strongly corroborate Case-Shiller survey research indicating the
importance of speculative forces in the determination of U.S. housing returns.
"
1103.5972,2011-03-31,"A Comparative Anatomy of REITs and Residential Real Estate Indexes:
  Returns, Risks and Distributional Characteristics","  Real Estate Investment Trusts (REITs) are the only truly liquid assets
related to real estate investments. We study the behavior of U.S. REITs over
the past three decades and document their return characteristics. REITs have
somewhat less market risk than equity; their betas against a broad market index
average about .65. Decomposing their covariances into principal components
reveals several strong factors. REIT characteristics differ to some extent from
those of the S&P/Case-Shiller (SCS) residential real estate indexes. This is
partly attributable to methods of index construction. Our examination of REITs
suggests that investment in real estate is far more risky than what might be
inferred from the widely-followed SCS series. REITs, unlike SCS series are
forward looking, and this helps them in the prediction of SCS returns. REIT
forecasts of SCS returns are reasonably precise over a number of periods.
"
1103.5978,2011-03-31,Financial Risks and the Pension Protection Fund: Can it Survive Them?,"  This paper discusses the financial risks faced by the UK Pension Protection
Fund (PPF) and what, if anything, it can do about them. It draws lessons from
the regulatory regimes under which other financial institutions, such as banks
and insurance companies, operate and asks why pension funds are treated
differently. It also reviews the experience with other government-sponsored
insurance schemes, such as the US Pension Benefit Guaranty Corporation, upon
which the PPF is modelled. We conclude that the PPF will live under the
permanent risk of insolvency as a consequence of the moral hazard, adverse
selection, and, especially, systemic risks that it faces.
"
1104.0761,2011-09-15,"Utility Maximization, Risk Aversion, and Stochastic Dominance","  Consider an investor trading dynamically to maximize expected utility from
terminal wealth. Our aim is to study the dependence between her risk aversion
and the distribution of the optimal terminal payoff.
  Economic intuition suggests that high risk aversion leads to a rather
concentrated distribution, whereas lower risk aversion results in a higher
average payoff at the expense of a more widespread distribution.
  Dybvig and Wang [J. Econ. Theory, 2011, to appear] find that this idea can
indeed be turned into a rigorous mathematical statement in one-period models.
More specifically, they show that lower risk aversion leads to a payoff which
is larger in terms of second order stochastic dominance.
  In the present study, we extend their results to (weakly) complete
continuous-time models. We also complement an ad-hoc counterexample of Dybvig
and Wang, by showing that these results are ""fragile"", in the sense that they
fail in essentially any model, if the latter is perturbed on a set of
arbitrarily small probability. On the other hand, we establish that they hold
for power investors in models with (conditionally) independent increments.
"
1104.2124,2011-05-11,"Is a probabilistic modeling really useful in financial engineering? -
  A-t-on vraiment besoin d'un mod\`ele probabiliste en ing\'enierie
  financi\`ere ?","  A new standpoint on financial time series, without the use of any
mathematical model and of probabilistic tools, yields not only a rigorous
approach of trends and volatility, but also efficient calculations which were
already successfully applied in automatic control and in signal processing. It
is based on a theorem due to P. Cartier and Y. Perrin, which was published in
1995. The above results are employed for sketching a dynamical portfolio and
strategy management, without any global optimization technique. Numerous
computer simulations are presented.
"
1104.5393,2011-04-29,Notional portfolios and normalized linear returns,"  The vector of periodic, compound returns of a typical investment portfolio is
almost never a convex combination of the return vectors of the securities in
the portfolio. As a result the ex post version of Harry Markowitz's ""standard
mean-variance portfolio selection model"" does not apply to compound return
data. We propose using notional portfolios and normalized linear returns to
remedy this problem.
"
1105.0042,2011-09-07,"Dynamic Portfolio Optimization with a Defaultable Security and Regime
  Switching","  We consider a portfolio optimization problem in a defaultable market with
finitely-many economical regimes, where the investor can dynamically allocate
her wealth among a defaultable bond, a stock, and a money market account. The
market coefficients are assumed to depend on the market regime in place, which
is modeled by a finite state continuous time Markov process. We rigorously
deduce the dynamics of the defaultable bond price process in terms of a Markov
modulated stochastic differential equation. Then, by separating the utility
maximization problem into the pre-default and post-default scenarios, we deduce
two coupled Hamilton-Jacobi-Bellman equations for the post and pre-default
optimal value functions and show a novel verification theorem for their
solutions. We obtain explicit optimal investment strategies and value functions
for an investor with logarithmic utility. We finish with an economic analysis
in the case of a market with two regimes and homogenous transition rates, and
show the impact of the default intensities and loss rates on the optimal
strategies and value functions.
"
1105.1488,2014-04-15,"The structure of optimal portfolio strategies for continuous time
  markets","  The paper studies problem of continuous time optimal portfolio selection for
a incom- plete market diffusion model. It is shown that, under some mild
conditions, near optimal strategies for investors with different performance
criteria can be constructed using a limited number of fixed processes (mutual
funds), for a market with a larger number of available risky stocks. In other
words, a dimension reduction is achieved via a relaxed version of the Mutual
Fund Theorem.
"
1105.2956,2011-05-17,Adjusted Closing Prices,"  Historical returns depend on historical closing prices and distributions. We
describe how to compute adjusted closing prices from closing price/distribution
data with an emphasis on spreadsheet implementation. Then the growth of a
security from one date to another (1 + total return) is just the ratio of the
corresponding adjusted closing prices.
"
1105.3594,2019-05-08,"Portfolio selection problems in practice: a comparison between linear
  and quadratic optimization models","  Several portfolio selection models take into account practical limitations on
the number of assets to include and on their weights in the portfolio. We
present here a study of the Limited Asset Markowitz (LAM), of the Limited Asset
Mean Absolute Deviation (LAMAD) and of the Limited Asset Conditional
Value-at-Risk (LACVaR) models, where the assets are limited with the
introduction of quantity and cardinality constraints. We propose a completely
new approach for solving the LAM model, based on reformulation as a Standard
Quadratic Program and on some recent theoretical results. With this approach we
obtain optimal solutions both for some well-known financial data sets used by
several other authors, and for some unsolved large size portfolio problems. We
also test our method on five new data sets involving real-world capital market
indices from major stock markets. Our computational experience shows that,
rather unexpectedly, it is easier to solve the quadratic LAM model with our
algorithm, than to solve the linear LACVaR and LAMAD models with CPLEX, one of
the best commercial codes for mixed integer linear programming (MILP) problems.
Finally, on the new data sets we have also compared, using out-of-sample
analysis, the performance of the portfolios obtained by the Limited Asset
models with the performance provided by the unconstrained models and with that
of the official capital market indices.
"
1106.1702,2012-03-19,CRRA Utility Maximization under Risk Constraints,"  This paper studies the problem of optimal investment with CRRA (constant,
relative risk aversion) preferences, subject to dynamic risk constraints on
trading strategies. The market model considered is continuous in time and
incomplete. the prices of financial assets are modeled by It\^o processes. The
dynamic risk constraints, which are time and state dependent, are generated by
risk measures. Optimal trading strategies are characterized by a quadratic
BSDE. Within the class of \textit{time consistent distortion risk measures}, a
three-fund separation result is established. Numerical results emphasize the
effects of imposing risk constraints on trading.
"
1106.2980,2012-01-11,"Additive habit formation: Consumption in incomplete markets with random
  endowments","  We provide a detailed characterization of the optimal consumption stream for
the additive habit-forming utility maximization problem, in a framework of
general discrete-time incomplete markets and random endowments. This
characterization allows us to derive the monotonicity and concavity of the
optimal consumption as a function of wealth, for several important classes of
incomplete markets and preferences. These results yield a deeper understanding
of the fine structure of the optimal consumption and provide a further
theoretical support for the classical conjectures of Keynes (1936).
"
1106.3006,2019-06-27,Exponential utility with non-negative consumption,"  We offer mathematical tractability and new insights for a framework of
exponential utility with non-negative consumption, a constraint often omitted
in the literature giving rise to economically unviable solutions. Specifically,
using the Kuhn-Tucker theorem and the notion of aggregate state price density
(Malamud and Trubowitz (2007)), we provide a solution to this problem in the
setting of both complete and incomplete markets (with random endowments). Then,
we exploit this result to provide an explicit characterization of complete
market heterogeneous equilibria. Furthermore, we construct concrete examples of
models admitting multiple (including infinitely many) equilibria. By using
Cramer's large deviation theorem, we study the asymptotics of equilibrium zero
coupon bonds. Lastly, we conduct a study of the precautionary savings motive in
incomplete markets.
"
1106.3025,2012-01-17,Market selection with learning and catching up with the Joneses,"  We study the market selection hypothesis in complete financial markets,
populated by heterogeneous agents. We allow for a rich structure of
heterogeneity: individuals may differ in their beliefs concerning the economy,
information and learning mechanism, risk aversion, impatience and 'catching up
with Joneses' preferences. We develop new techniques for studying the long-run
behavior of such economies, based on the Strassen's functional law of iterated
logarithm. In particular, we explicitly determine an agent's survival index and
show how the latter depends on the agent's characteristics. We use these
results to study the long-run behavior of the equilibrium interest rate and the
market price of risk.
"
1107.0183,2012-05-10,BSDEs in Utility Maximization with BMO Market Price of Risk,"  This article studies quadratic semimartingale BSDEs arising in power utility
maximization when the market price of risk is of BMO type. In a Brownian
setting we provide a necessary and sufficient condition for the existence of a
solution but show that uniqueness fails to hold in the sense that there exists
a continuum of distinct square-integrable solutions. This feature occurs since,
contrary to the classical Ito representation theorem, a representation of
random variables in terms of stochastic exponentials is not unique. We study in
detail when the BSDE has a bounded solution and derive a new dynamic
exponential moments condition which is shown to be the minimal sufficient
condition in a general filtration. The main results are complemented by several
interesting examples which illustrate their sharpness as well as important
properties of the utility maximization BSDE.
"
1107.0190,2011-07-04,"The Stability of the Constrained Utility Maximization Problem - A BSDE
  Approach","  This article studies the sensitivity of the power utility maximization
problem with respect to the investor's relative risk aversion, the statistical
probability measure, the investment constraints and the market price of risk.
We extend previous descriptions of the dual domain then exploit the link
between the constrained utility maximization problem and continuous
semimartingale quadratic BSDEs to reduce questions on sensitivity to results on
stability for such equations. This then allows us to prove appropriate
convergence of the primal and dual optimizers in the semimartingale topology.
"
1107.1617,2012-10-03,"On optimal investment for a behavioural investor in multiperiod
  incomplete market models","  We provide easily verifiable conditions for the well-posedness of the optimal
investment problem for a behavioral investor in an incomplete discrete-time
multiperiod financial market model, for the first time in the literature. Under
two different sets of assumptions we also establish the existence of optimal
strategies.
"
1107.1895,2011-07-12,On Investment-Consumption with Regime-Switching,"  In a continuous time stochastic economy, this paper considers the problem of
consumption and investment in a financial market in which the representative
investor exhibits a change in the discount rate. The investment opportunities
are a stock and a riskless account. The market coefficients and discount factor
switches according to a finite state Markov chain. The change in the discount
rate leads to time inconsistencies of the investor's decisions. The randomness
in our model is driven by a Brownian motion and Markov chain. Following Ekeland
etc (2008) we introduce and characterize the equilibrium policies for power
utility functions. Moreover, they are computed in closed form for logarithmic
utility function. We show that a higher discount rate leads to a higher
equilibrium consumption rate. Numerical experiments show the effect of both
time preference and risk aversion on the equilibrium policies.
"
1107.2164,2011-07-13,KISS approach to credit portfolio modeling,"  A simple, yet reasonably accurate, analytical technique is proposed for
multi-factor structural credit portfolio models. The accuracy of the technique
is demonstrated by benchmarking against Monte Carlo simulations. The approach
presented here may be of high interest to practitioners looking for
transparent, intuitive, easy to implement and high performance credit portfolio
model.
"
1107.2716,2012-12-13,"Stability of exponential utility maximization with respect to market
  perturbations","  We investigate the continuity of expected exponential utility maximization
with respect to perturbation of the Sharpe ratio of markets. By focusing only
on continuity, we impose weaker regularity conditions than those found in the
literature. Specifically, we require, in addition to the $V$-compactness
hypothesis of Larsen and \v{Z}itkovi\'c (2007) (ArXiv: 0706.0474), a local
$bmo$ hypothesis, a condition which is seen to always be trivially satisfied in
the setting of Larsen and \v{Z}itkovi\'c (2007). For markets of the form $S = M
+ \int \lambda d<M>$, these conditions are simultaneously implied by the
existence of a uniform bound on the norm of $\lambda \cdot M$ in a suitable
$bmo$ space.
"
1107.2988,2013-09-09,Robust maximization of asymptotic growth under covariance uncertainty,"  This paper resolves a question proposed in Kardaras and Robertson [Ann. Appl.
Probab. 22 (2012) 1576-1610]: how to invest in a robust growth-optimal way in a
market where precise knowledge of the covariance structure of the underlying
assets is unavailable. Among an appropriate class of admissible covariance
structures, we characterize the optimal trading strategy in terms of a
generalized version of the principal eigenvalue of a fully nonlinear elliptic
operator and its associated eigenfunction, by slightly restricting the
collection of nondominated probability measures.
"
1107.4210,2012-04-26,Investment/consumption problem in illiquid markets with regime-switching,"  We consider an illiquid financial market with different regimes modeled by a
continuous-time finite-state Markov chain. The investor can trade a stock only
at the discrete arrival times of a Cox process with intensity depending on the
market regime. Moreover, the risky asset price is subject to liquidity shocks,
which change its rate of return and volatility, and induce jumps on its
dynamics. In this setting, we study the problem of an economic agent optimizing
her expected utility from consumption under a non-bankruptcy constraint. By
using the dynamic programming method, we provide the characterization of the
value function of this stochastic control problem in terms of the unique
viscosity solution to a system of integro-partial differential equations. We
next focus on the popular case of CRRA utility functions, for which we can
prove smoothness $C^2$ results for the value function. As an important
byproduct, this allows us to get the existence of optimal
investment/consumption strategies characterized in feedback forms. We analyze a
convergent numerical scheme for the resolution to our stochastic control
problem, and we illustrate finally with some numerical experiments the effects
of liquidity regimes in the investor's optimal decision.
"
1107.5122,2012-04-20,Spontaneous symmetry breaking of arbitrage,"  We introduce the concept of spontaneous symmetry breaking to arbitrage
modeling. In the model, the arbitrage strategy is considered as being in the
symmetry breaking phase and the phase transition between arbitrage mode and
no-arbitrage mode is triggered by a control parameter. We estimate the control
parameter for momentum strategy with real historical data. The momentum
strategy aided by symmetry breaking shows stronger performance and has a better
risk measure than the naive momentum strategy in U.S. and South Korean markets.
"
1107.5852,2012-07-17,"Necessary and sufficient conditions in the problem of optimal investment
  with intermediate consumption","  We consider a problem of optimal investment with intermediate consumption in
the framework of an incomplete semimartingale model of a financial market. We
show that a necessary and sufficient condition for the validity of key
assertions of the theory is that the value functions of the primal and dual
problems are finite
"
1108.0837,2011-08-04,Constructing the Best Trading Strategy: A New General Framework,"  We introduce a new general framework for constructing the best trading
strategy for a given historical indicator. We construct the unique trading
strategy with the highest expected return. This optimal strategy may be
implemented directly, or its expected return may be used as a benchmark to
evaluate how far away from the optimal other proposed strategies for the given
indicators are. Separately, we also construct the unique trading strategy with
the highest information ratio. In the normal case, when the traded security
return is near zero, and for reasonable correlations, the performance
differences are economically insignificant. However, when the correlation
approaches one, the trading strategy with the highest expected return
approaches its maximum information ratio of 1.32 while the trading strategy
with the highest information ratio goes to infinity.
"
1108.0945,2013-07-23,"On the closure in the Emery topology of semimartingale wealth-process
  sets","  A wealth-process set is abstractly defined to consist of nonnegative
c\`{a}dl\`{a}g processes containing a strictly positive semimartingale and
satisfying an intuitive re-balancing property. Under the condition of absence
of arbitrage of the first kind, it is established that all wealth processes are
semimartingales and that the closure of the wealth-process set in the Emery
topology contains all ""optimal"" wealth processes.
"
1108.0996,2011-08-05,"Mean--variance portfolio optimization when means and covariances are
  unknown","  Markowitz's celebrated mean--variance portfolio optimization theory assumes
that the means and covariances of the underlying asset returns are known. In
practice, they are unknown and have to be estimated from historical data.
Plugging the estimates into the efficient frontier that assumes known
parameters has led to portfolios that may perform poorly and have
counter-intuitive asset allocation weights; this has been referred to as the
""Markowitz optimization enigma."" After reviewing different approaches in the
literature to address these difficulties, we explain the root cause of the
enigma and propose a new approach to resolve it. Not only is the new approach
shown to provide substantial improvements over previous methods, but it also
allows flexible modeling to incorporate dynamic features and fundamental
analysis of the training sample of historical data, as illustrated in
simulation and empirical studies.
"
1108.1035,2012-05-25,"On traveling wave solutions to Hamilton-Jacobi-Bellman equation with
  inequality constraints","  The aim of this paper is to construct and analyze solutions to a class of
Hamilton-Jacobi-Bellman equations with range bounds on the optimal response
variable. Using the Riccati transformation we derive and analyze a fully
nonlinear parabolic partial differential equation for the optimal response
function. We construct monotone traveling wave solutions and identify
parametric regions for which the traveling wave solution has a positive or
negative wave speed.
"
1108.1167,2013-01-15,"Transaction Costs, Trading Volume, and the Liquidity Premium","  In a market with one safe and one risky asset, an investor with a long
horizon, constant investment opportunities, and constant relative risk aversion
trades with small proportional transaction costs. We derive explicit formulas
for the optimal investment policy, its implied welfare, liquidity premium, and
trading volume. At the first order, the liquidity premium equals the spread,
times share turnover, times a universal constant. Results are robust to
consumption and finite horizons. We exploit the equivalence of the transaction
cost market to another frictionless market, with a shadow risky asset, in which
investment opportunities are stochastic. The shadow price is also found
explicitly.
"
1108.2889,2011-08-16,"Additive habits with power utility: Estimates, asymptotics and
  equilibrium","  We consider a power utility maximization problem with additive habits in a
framework of discrete-time markets and random endowments. For certain classes
of incomplete markets, we establish estimates for the optimal consumption
stream in terms of the aggregate state price density, investigate the
asymptotic behaviour of the propensity to consume (ratio of the consumption to
the wealth), as the initial endowment tends to infinity, and show that the
limit is the corresponding quantity in an artificial market. For complete
markets, we concentrate on proving the existence of an Arrow-Debreu equilibrium
in an economy inhabited by heterogeneous individuals who differ with respect to
their risk-aversion coefficient, impatience rate and endowments stream, but
possess the same degree of habit-formation. Finally, in a representative agent
equilibrium, we compute explicitly the price of a zero coupon bond and the
Lucas tree equity, and study its dependence on the habit-formation parameter.
"
1108.4102,2011-08-23,Portfolios and the market geometry,"  A geometric analysis of the time series of returns has been performed in the
past and it implied that the most of the systematic information of the market
is contained in a space of small dimension. Here we have explored subspaces of
this space to find out the relative performance of portfolios formed from the
companies that have the largest projections in each one of the subspaces. It
was found that the best performance portfolios are associated to some of the
small eigenvalue subspaces and not to the dominant directions in the distances
matrix. This occurs in such a systematic fashion over an extended period
(1990-2008) that it may not be a statistical accident.
"
1108.4886,2013-12-03,"Identifying the Free Boundary of a Stochastic, Irreversible Investment
  Problem via the Bank-El Karoui Representation Theorem","  We study a stochastic, continuous time model on a finite horizon for a firm
that produces a single good. We model the production capacity as an Ito
diffusion controlled by a nondecreasing process representing the cumulative
investment. The firm aims to maximize its expected total net profit by choosing
the optimal investment process. That is a singular stochastic control problem.
We derive some first order conditions for optimality and we characterize the
optimal solution in terms of the base capacity process, i.e. the unique
solution of a representation problem in the spirit of Bank and El Karoui
(2004). We show that the base capacity is deterministic and it is identified
with the free boundary of the associated optimal stopping problem, when the
coefficients of the controlled diffusion are deterministic functions of time.
This is a novelty in the literature on finite horizon singular stochastic
control problems. As a subproduct this result allows us to obtain an integral
equation for the free boundary, which we explicitly solve in the infinite
horizon case for a Cobb-Douglas production function and constant coefficients
in the controlled capacity process.
"
1109.1256,2011-09-07,"Diversification Return, Portfolio Rebalancing, and the Commodity Return
  Puzzle","  Diversification return is an incremental return earned by a rebalanced
portfolio of assets. The diversification return of a rebalanced portfolio is
often incorrectly ascribed to a reduction in variance. We argue that the
underlying source of the diversification return is the rebalancing, which
forces the investor to sell assets that have appreciated in relative value and
buy assets that have declined in relative value, as measured by their weights
in the portfolio. In contrast, the incremental return of a buy-and-hold
portfolio is driven by the fact that the assets that perform the best become a
greater fraction of the portfolio. We use these results to resolve two puzzles
associated with the Gorton and Rouwenhorst index of commodity futures, and
thereby obtain a clear understanding of the source of the return of that index.
Diversification return can be a significant source of return for any rebalanced
portfolio of volatile assets.
"
1109.2945,2015-02-24,Portfolio Optimization under Convex Incentive Schemes,"  We consider the terminal wealth utility maximization problem from the point
of view of a portfolio manager who is paid by an incentive scheme, which is
given as a convex function $g$ of the terminal wealth. The manager's own
utility function $U$ is assumed to be smooth and strictly concave, however the
resulting utility function $U \circ g$ fails to be concave. As a consequence,
the problem considered here does not fit into the classical portfolio
optimization theory. Using duality theory, we prove wealth-independent
existence and uniqueness of the optimal portfolio in general (incomplete)
semimartingale markets as long as the unique optimizer of the dual problem has
a continuous law. In many cases, this existence and uniqueness result is
independent of the incentive scheme and depends only on the structure of the
set of equivalent local martingale measures. As examples, we discuss (complete)
one-dimensional models as well as (incomplete) lognormal mixture and popular
stochastic volatility models. We also provide a detailed analysis of the case
where the unique optimizer of the dual problem does not have a continuous law,
leading to optimization problems whose solvability by duality methods depends
on the initial wealth of the investor.
"
1109.3069,2015-03-19,"Directional Variance Adjustment: improving covariance estimates for
  high-dimensional portfolio optimization","  Robust and reliable covariance estimates play a decisive role in financial
and many other applications. An important class of estimators is based on
Factor models. Here, we show by extensive Monte Carlo simulations that
covariance matrices derived from the statistical Factor Analysis model exhibit
a systematic error, which is similar to the well-known systematic error of the
spectrum of the sample covariance matrix. Moreover, we introduce the
Directional Variance Adjustment (DVA) algorithm, which diminishes the
systematic error. In a thorough empirical study for the US, European, and Hong
Kong market we show that our proposed method leads to improved portfolio
allocation.
"
